"PostId","PostTypeId","ParentId"
11266879,1,11266879
45731950,1,45731950
32224490,1,32224490
7192806,1,7192806
18360161,1,18360161
4400154,1,4400154
49018011,1,49018011
14848856,1,14848856
21847113,1,21847113
12544285,1,12544285
11044836,1,11044836
14584455,1,14584455
13898290,1,13898290
7994188,1,7994188
7888622,1,7888622
17965934,1,17965934
3721139,1,3721139
33225989,1,33225989
10096681,1,10096681
2550391,1,2550391
39241450,1,39241450
23841139,2,23838961
9241211,2,7113018
20520997,2,20519912
2958966,2,2958871
15984429,2,15971307
17630800,2,17630669
2997401,2,2994854
28517329,2,28517126
12503872,2,7695423
15482163,2,15481035
27810581,2,27809379
5625106,2,5625068
9667306,2,9667226
23085766,2,23085555
28801943,2,28801605
4660460,2,4660101
8498281,2,8490849
9513001,2,9512741
20236877,2,20235941
11135896,2,11135711
7716442,2,7716273
26829300,2,26818374
23828030,2,23757753
42612099,2,42603148
4123805,2,4123533
18636186,2,18634186
20769626,2,20760481
16315613,2,16315442
6766073,2,6758471
18046809,2,18046388
9455801,2,9455757
15252810,2,15252642
4453809,2,4453731
